snoring,respirationrate,bodytemperature,sleepinghours,heartrate,stresslevel
64,8,99.68,5.71,89,3
53,22,99.34,9.31,56,2
62,25,99.78,6.35,87,3
70,29,95.48,10.29,91,4
72,6,100.39,10.3,47,4
48,22,96.61,6.65,85,2
40,19,98.37,7.53,64,1
83,39,106.61,3.59,122,5
86,2,107.11,3.02,114,5
52,10,99.45,6.61,56,2
51,22,96.71,6.62,56,2
66,28,95.22,10.07,47,4
68,7,100.57,10.14,92,4
53,22,96.7,9.18,82,2
81,36,81.89,1.48,115,5
85,1,84.46,1.87,110,5
36,12,97.66,8.0,61,1
31,16,98.95,8.83,72,1
61,24,99.79,6.16,86,3
68,30,100.63,10.15,49,4
62,9,96.2,6.1,54,3
60,25,99.84,5.83,54,3
70,27,100.28,5.3,93,4
41,15,97.22,8.06,70,1
82,40,108.0,3.52,112,5
56,25,99.72,5.58,86,3
65,25,99.97,6.09,50,3
48,11,96.68,6.64,84,2
36,20,97.31,8.6,63,1
86,32,83.2,1.34,119,5
34,14,98.49,7.86,64,1
84,36,84.5,1.9,120,5
63,25,96.3,6.04,88,3
86,33,107.09,0.56,129,5
89,34,80.92,2.31,35,5
69,28,95.06,5.19,91,4
34,17,98.67,7.99,66,1
66,7,100.43,10.21,99,4
52,22,99.19,6.73,81,2
65,8,99.67,5.54,52,3
75,27,95.52,10.35,94,4
87,34,106.61,0.97,110,5
66,6,95.73,10.26,92,4
68,28,100.36,10.25,97,4
71,6,100.29,10.25,47,4
77,2,84.03,2.38,117,5
75,29,100.35,10.35,91,4
59,9,99.68,6.11,53,3
31,13,97.39,8.52,69,1
66,6,100.64,5.04,46,4
46,23,99.29,6.54,82,2
80,1,84.86,3.09,115,5
60,24,95.99,6.05,51,3
73,29,100.4,5.34,91,4
54,22,99.28,9.4,84,2
55,23,96.62,6.7,83,2
69,27,95.44,10.12,47,4
43,20,97.9,7.21,71,1
62,25,99.77,5.78,89,3
54,22,96.81,9.11,81,2
65,8,99.82,6.28,54,3
61,9,96.15,6.17,90,3
62,26,95.91,6.12,53,3
51,10,99.18,6.68,81,2
49,11,99.2,6.73,55,2
61,9,96.23,5.78,86,3
50,23,99.47,9.47,83,2
50,10,99.44,9.29,55,2
79,4,82.63,1.49,130,5
70,29,100.4,5.36,48,4
50,11,99.4,9.12,85,2
33,20,98.19,8.74,78,1
79,4,80.11,2.82,112,5
36,16,98.49,8.31,64,1
72,28,95.18,10.16,48,4
48,22,96.67,9.05,56,2
35,12,98.18,9.0,76,1
46,21,96.87,9.3,58,2
84,35,107.95,1.72,43,5
36,16,97.75,8.03,75,1
90,0,83.63,3.37,128,5
84,0,81.18,2.51,121,5
68,7,95.27,10.35,92,4
58,25,96.39,6.12,51,3
63,24,96.21,6.35,54,3
42,12,97.65,7.34,66,1
52,11,96.51,9.46,59,2
46,21,96.58,6.65,55,2
81,2,105.56,0.04,37,5
48,22,96.51,6.63,84,2
56,25,99.97,5.78,87,3
62,26,95.93,6.15,89,3
84,2,81.98,1.13,37,5
49,11,96.64,6.59,59,2
59,25,95.98,5.62,53,3
36,19,98.64,8.69,64,1
82,1,82.15,1.33,116,5
52,23,96.78,9.01,58,2
58,9,96.07,6.31,54,3
77,40,84.25,3.07,40,5
46,10,96.87,6.55,82,2
31,18,97.78,7.24,64,1
55,11,99.48,6.58,55,2
73,6,95.62,10.44,97,4
43,15,98.92,8.49,66,1
50,10,96.67,6.83,85,2
66,6,100.39,5.2,48,4
72,27,100.57,10.08,95,4
80,33,106.87,2.86,37,5
42,15,98.06,7.2,74,1
61,8,95.94,5.72,87,3
75,7,95.27,5.17,45,4
61,9,96.02,6.06,52,3
51,21,96.69,9.21,85,2
61,25,96.22,6.11,50,3
88,0,81.37,0.21,117,5
31,13,98.91,7.76,64,1
66,7,100.14,10.27,45,4
80,4,105.67,2.23,44,5
57,24,99.65,5.79,51,3
74,6,100.22,5.03,91,4
52,10,99.48,9.03,81,2
54,21,96.81,9.09,83,2
60,24,95.99,5.75,51,3
49,10,99.19,9.05,85,2
89,36,80.34,3.07,37,5
66,29,100.41,10.34,48,4
46,11,96.67,9.41,83,2
73,7,100.14,10.47,99,4
31,16,98.6,8.44,73,1
60,9,99.74,5.56,88,3
62,8,96.36,5.65,50,3
60,25,96.01,5.76,54,3
89,4,109.06,2.49,114,5
66,30,95.17,5.39,46,4
78,1,82.22,1.04,44,5
76,35,82.75,2.48,36,5
56,8,99.89,5.71,52,3
83,31,107.21,2.29,42,5
54,11,99.17,9.49,85,2
58,25,99.86,5.64,52,3
34,14,97.47,7.23,65,1
78,36,109.57,2.07,127,5
87,31,106.5,2.57,122,5
75,6,100.2,10.33,48,4
47,10,96.74,6.69,57,2
37,16,97.51,7.21,63,1
64,26,100.0,6.21,53,3
87,0,84.16,2.22,41,5
52,10,96.59,9.04,85,2
66,27,95.11,5.36,92,4
50,10,99.38,9.35,84,2
30,15,97.35,8.94,76,1
89,1,84.07,2.71,42,5
52,21,99.35,6.65,85,2
89,3,106.75,3.55,38,5
82,5,83.89,2.63,43,5
77,5,82.07,0.03,35,5
77,37,107.24,3.33,41,5
60,25,96.19,6.18,50,3
41,14,98.18,8.08,76,1
59,8,96.12,5.73,50,3
58,25,96.39,5.82,50,3
59,9,99.66,6.04,90,3
33,20,97.06,8.73,78,1
86,5,109.71,0.98,35,5
57,8,99.8,6.33,51,3
76,32,81.53,1.77,115,5
87,36,81.14,3.69,39,5
84,0,83.6,0.24,37,5
73,27,100.6,10.25,48,4
53,11,96.58,9.22,56,2
45,19,97.12,8.91,78,1
63,9,96.38,6.11,52,3
58,25,99.66,6.23,89,3
37,13,97.88,8.12,68,1
74,7,100.32,10.28,99,4
51,10,96.89,6.56,84,2
70,28,95.17,5.25,49,4
58,24,99.9,6.32,54,3
84,36,105.42,3.51,39,5
70,6,95.71,10.34,48,4
39,15,97.86,7.64,67,1
60,9,99.66,5.8,89,3
68,7,100.25,5.15,47,4
68,7,100.22,10.08,97,4
64,24,99.81,5.74,50,3
52,21,99.19,6.61,83,2
74,6,95.21,10.4,49,4
74,30,95.3,10.39,94,4
90,2,105.39,3.07,36,5
61,26,96.29,5.52,86,3
63,24,96.03,5.83,50,3
83,3,84.84,3.11,38,5
32,15,97.95,8.7,66,1
53,10,96.69,9.48,84,2
52,10,99.4,9.34,85,2
87,36,105.55,2.41,42,5
80,1,106.25,1.25,114,5
50,22,96.52,9.06,84,2
56,24,96.33,5.55,54,3
45,12,98.94,8.06,65,1
53,22,99.25,9.46,83,2
77,37,109.93,1.87,128,5
62,8,99.99,6.15,53,3
40,15,97.44,7.04,68,1
39,17,97.1,8.63,62,1
73,28,95.24,10.34,47,4
37,12,97.65,8.82,71,1
63,8,99.73,6.06,51,3
50,21,96.72,6.56,84,2
51,22,99.34,6.82,85,2
58,9,99.9,5.86,88,3
54,11,96.61,9.29,82,2
71,28,100.53,10.28,95,4
66,28,100.45,10.25,99,4
65,26,96.15,6.36,51,3
35,18,98.96,7.28,70,1
58,8,96.09,6.27,51,3
56,8,96.15,6.3,88,3
67,6,95.41,5.08,91,4
62,9,96.39,6.27,52,3
65,25,99.83,6.09,86,3
58,8,99.9,6.14,90,3
47,22,96.55,9.43,57,2
60,9,99.65,6.05,51,3
63,8,99.8,5.71,50,3
43,18,97.36,8.52,79,1
78,37,84.87,3.79,121,5
35,15,98.49,8.59,62,1
83,32,106.61,2.61,38,5
74,6,100.52,5.28,99,4
45,18,98.05,8.4,74,1
45,14,98.34,8.58,78,1
46,11,99.5,9.26,55,2
51,22,96.66,6.68,56,2
44,15,97.72,7.43,74,1
40,18,98.52,8.14,70,1
57,8,99.7,6.12,86,3
70,30,95.25,10.31,97,4
85,35,82.77,1.03,118,5
56,9,99.76,5.85,50,3
35,13,97.59,7.72,76,1
45,19,98.23,7.75,79,1
51,22,96.76,9.46,59,2
56,24,96.11,5.8,52,3
59,8,99.6,5.78,51,3
39,16,98.05,7.4,61,1
55,10,99.39,6.65,85,2
65,9,99.77,6.21,86,3
70,27,100.45,5.09,46,4
47,10,99.48,9.11,84,2
75,6,100.28,10.38,45,4
31,17,97.12,7.9,75,1
62,8,96.36,5.73,87,3
61,24,96.12,5.59,54,3
49,22,96.57,6.59,57,2
41,20,97.22,7.64,64,1
52,10,99.19,9.36,82,2
41,15,98.65,7.32,64,1
56,9,96.27,5.87,54,3
69,7,95.04,5.23,97,4
43,19,98.05,8.28,63,1
46,23,96.72,9.04,56,2
43,16,98.87,7.24,63,1
65,9,96.21,5.72,88,3
68,7,95.58,10.01,97,4
55,10,99.35,6.52,84,2
45,20,97.21,7.74,65,1
42,18,97.84,7.5,72,1
39,13,98.61,8.19,75,1
35,18,98.82,7.76,66,1
80,1,107.71,1.71,42,5
59,9,95.93,5.73,89,3
64,8,99.66,6.02,90,3
74,7,100.28,5.17,98,4
66,29,100.62,5.06,45,4
62,24,99.87,5.69,90,3
53,22,96.82,6.77,56,2
30,19,97.5,7.99,77,1
48,23,96.63,9.31,85,2
61,8,99.76,6.32,88,3
51,10,99.23,6.61,57,2
53,23,99.45,9.17,82,2
68,29,95.38,5.18,99,4
31,17,98.32,8.55,70,1
73,7,95.44,10.06,45,4
55,21,96.81,9.3,85,2
44,18,97.71,7.96,79,1
63,24,96.29,5.8,89,3
41,18,98.37,8.82,60,1
85,3,108.31,0.96,37,5
83,33,106.98,2.95,37,5
73,7,95.3,10.32,98,4
48,10,99.23,6.7,83,2
67,7,95.34,10.23,100,4
79,33,108.91,2.66,42,5
45,19,98.77,7.32,76,1
56,8,96.23,5.6,90,3
64,9,99.75,6.17,86,3
40,17,98.79,8.44,64,1
89,38,105.53,3.68,41,5
56,25,99.7,5.54,53,3
38,15,97.9,8.12,76,1
70,29,95.44,5.01,99,4
30,12,97.42,8.51,64,1
34,20,98.98,7.93,78,1
48,23,99.32,6.88,83,2
81,4,81.93,1.23,42,5
36,16,97.41,8.86,73,1
30,18,98.36,7.55,64,1
73,7,95.16,10.22,97,4
89,40,109.3,2.25,116,5
55,11,99.24,9.03,57,2
67,27,95.64,5.12,92,4
63,25,99.68,6.27,88,3
36,15,97.83,7.73,75,1
41,13,98.31,7.47,76,1
33,14,97.79,7.06,80,1
55,11,99.32,6.7,59,2
44,19,98.16,7.04,73,1
63,26,96.03,5.8,54,3
51,10,96.66,9.46,85,2
35,19,97.61,7.02,80,1
70,7,100.25,10.46,99,4
53,10,99.34,9.46,82,2
60,26,96.21,5.57,51,3
57,26,95.9,5.56,88,3
49,22,99.14,6.56,85,2
58,8,96.22,5.8,90,3
65,25,99.89,6.07,90,3
52,23,99.29,6.75,57,2
60,9,96.27,5.6,51,3
80,0,81.3,1.62,43,5
42,19,98.72,8.08,67,1
88,3,108.66,0.28,44,5
40,17,98.65,7.04,77,1
41,13,98.52,7.03,75,1
39,15,97.55,8.56,74,1
62,25,96.13,5.87,87,3
81,4,109.89,2.73,44,5
72,6,95.16,5.16,95,4
52,11,96.81,6.88,81,2
53,10,96.51,6.79,59,2
59,25,96.26,6.23,86,3
62,26,96.35,5.65,86,3
62,26,99.72,6.26,89,3
47,21,96.55,6.88,56,2
73,27,100.59,10.31,47,4
54,21,96.9,6.59,59,2
32,17,97.67,8.47,78,1
44,20,98.97,7.71,65,1
75,29,100.23,10.1,45,4
39,17,98.76,8.84,80,1
59,24,99.78,5.61,50,3
68,27,95.2,10.38,96,4
41,18,97.37,7.59,62,1
68,28,100.48,10.47,48,4
81,37,105.1,1.05,44,5
73,29,100.38,10.17,96,4
85,0,109.95,0.13,126,5
56,8,96.26,6.22,86,3
72,7,95.12,10.29,46,4
59,26,99.87,5.68,54,3
49,10,99.17,6.5,55,2
56,9,95.96,6.02,50,3
45,14,98.23,8.46,64,1
63,26,96.14,6.31,88,3
71,27,100.41,5.3,45,4
38,16,97.95,7.66,79,1
71,7,100.21,5.04,92,4
31,14,98.15,8.68,71,1
69,28,95.55,5.35,48,4
85,1,81.99,1.12,40,5
54,10,96.62,9.46,58,2
65,24,96.35,6.23,86,3
54,23,96.8,9.49,58,2
64,24,99.91,6.32,53,3
36,16,98.36,8.51,76,1
47,11,96.85,6.57,55,2
63,24,96.07,6.39,87,3
64,25,96.16,5.73,50,3
70,7,95.13,5.21,46,4
30,17,97.42,7.8,78,1
72,7,95.46,10.34,93,4
80,36,82.88,2.59,37,5
74,7,95.45,5.03,95,4
38,19,97.01,7.5,73,1
75,7,95.28,10.34,97,4
43,13,97.7,7.82,80,1
60,9,99.61,5.79,54,3
63,9,96.32,5.69,51,3
83,36,84.47,3.89,122,5
82,32,105.26,1.52,111,5
68,29,100.12,10.43,48,4
52,10,96.69,6.61,83,2
86,31,107.3,3.86,110,5
30,13,98.23,8.11,66,1
57,25,96.23,5.72,53,3
47,21,99.12,9.45,57,2
81,1,81.36,0.05,113,5
57,8,99.78,6.28,54,3
65,9,96.11,5.58,52,3
34,20,98.84,8.61,62,1
57,8,99.92,5.69,52,3
83,3,109.82,0.52,38,5
58,8,99.94,6.16,53,3
75,27,100.13,5.23,48,4
86,39,105.2,3.71,40,5
80,0,106.69,2.41,111,5
74,7,100.32,5.36,98,4
57,24,99.84,5.89,87,3
56,9,99.64,5.52,87,3
73,6,95.06,5.21,47,4
49,11,96.61,9.11,58,2
39,20,97.81,7.31,65,1
63,9,99.64,5.72,90,3
55,21,99.16,9.26,59,2
36,19,99.0,7.35,76,1
68,29,95.12,5.1,92,4
40,17,98.53,8.69,76,1
58,26,99.82,6.04,87,3
50,10,99.3,9.09,81,2
52,21,99.16,6.71,81,2
77,38,105.29,2.68,119,5
85,34,80.38,2.35,113,5
76,2,83.6,0.8,125,5
72,30,100.47,10.22,45,4
70,6,95.27,10.48,49,4
61,26,99.83,6.34,88,3
67,6,100.7,10.45,100,4
69,7,100.49,10.48,46,4
76,31,81.5,2.73,130,5
81,2,81.58,3.9,117,5
47,22,99.29,9.05,82,2
65,25,96.4,6.07,50,3
36,18,97.93,7.41,71,1
51,23,99.14,6.87,59,2
42,14,98.94,7.93,75,1
68,28,100.12,10.23,93,4
65,9,96.39,6.39,53,3
40,15,98.94,8.46,71,1
75,7,100.6,5.05,97,4
48,22,96.61,6.77,58,2
63,24,95.94,5.67,89,3
86,32,83.53,0.79,43,5
43,14,98.8,7.66,63,1
72,30,95.23,10.34,94,4
49,11,96.68,6.59,57,2
40,14,98.84,8.04,60,1
61,26,99.65,6.05,86,3
47,10,96.59,6.68,82,2
62,25,95.95,5.73,86,3
68,30,100.13,10.08,96,4
55,10,96.85,9.23,59,2
64,24,99.94,6.38,51,3
72,7,100.47,5.21,46,4
66,6,95.55,5.39,48,4
70,27,100.38,5.32,93,4
90,5,80.18,1.17,116,5
60,8,99.66,5.71,52,3
88,1,107.47,3.87,37,5
37,14,97.35,8.67,77,1
32,12,97.14,8.62,73,1
71,7,100.64,10.38,93,4
49,10,96.63,6.58,58,2
60,8,96.07,6.35,52,3
53,10,96.82,6.54,82,2
76,4,105.39,1.23,118,5
70,7,95.36,5.11,94,4
40,13,97.79,7.15,61,1
90,39,108.63,0.85,38,5
60,9,96.36,5.7,86,3
62,8,99.83,5.77,54,3
49,11,99.29,9.02,55,2
52,23,96.8,9.45,55,2
54,10,99.42,9.23,56,2
73,6,95.38,10.03,93,4
40,13,98.69,7.09,75,1
55,11,96.76,9.15,55,2
58,26,96.3,5.69,88,3
81,31,83.48,3.86,37,5
37,20,98.58,7.49,76,1
64,8,99.81,6.18,54,3
66,6,95.71,10.15,98,4
74,30,100.47,10.43,98,4
72,7,100.56,10.46,46,4
61,9,96.24,6.33,50,3
89,31,108.98,3.59,35,5
77,39,84.93,0.71,119,5
75,30,95.08,10.47,45,4
78,36,105.65,3.64,127,5
43,13,97.84,8.66,64,1
57,24,99.67,5.66,54,3
89,36,84.58,3.95,117,5
48,11,99.39,6.59,82,2
84,0,109.92,1.91,36,5
65,24,96.34,5.88,51,3
43,18,98.28,8.74,65,1
59,8,99.8,5.67,51,3
88,0,81.89,2.8,36,5
68,27,95.52,10.37,49,4
69,29,100.2,10.11,47,4
30,13,98.13,7.46,66,1
53,11,96.83,6.78,58,2
33,17,98.53,7.17,66,1
41,12,98.58,8.04,75,1
32,17,97.41,7.8,73,1
39,20,98.58,8.84,66,1
89,33,83.29,0.48,129,5
73,7,95.26,5.33,100,4
63,9,99.74,5.77,90,3
55,23,99.2,9.2,84,2
30,12,98.73,8.03,77,1
90,1,82.02,3.64,117,5
83,35,82.69,3.11,37,5
65,8,99.83,6.13,54,3
64,25,99.81,5.79,51,3
62,24,96.39,6.11,51,3
81,4,108.05,3.49,42,5
47,23,99.41,9.41,59,2
46,11,99.44,6.57,81,2
75,28,95.49,5.37,47,4
77,0,82.87,3.44,40,5
52,11,96.55,9.5,57,2
76,0,106.85,3.42,117,5
74,29,100.56,10.23,100,4
35,18,97.17,8.26,69,1
88,36,82.1,3.2,126,5
69,28,100.32,10.01,100,4
65,26,99.79,5.83,87,3
76,2,109.76,0.65,118,5
70,7,95.18,5.03,48,4
79,5,80.02,2.59,119,5
76,40,80.13,3.34,36,5
65,24,99.78,6.02,88,3
44,19,97.26,7.45,66,1
32,18,98.21,8.59,77,1
56,9,99.83,5.57,90,3
78,0,108.71,3.21,38,5
57,26,96.26,6.18,86,3
71,28,95.27,5.27,95,4
49,11,99.28,6.6,58,2
33,15,98.6,7.29,76,1
38,18,97.12,7.97,66,1
54,21,99.39,6.72,83,2
65,9,99.84,6.38,86,3
59,25,99.76,6.06,54,3
50,11,99.45,6.56,59,2
58,9,96.15,5.69,86,3
41,16,97.79,7.26,79,1
77,37,109.7,3.43,115,5
70,7,95.23,5.17,97,4
71,6,95.8,5.1,91,4
44,18,98.7,8.54,76,1
70,28,95.57,5.24,92,4
63,26,99.9,5.75,88,3
53,23,99.22,6.72,82,2
40,17,97.76,7.99,75,1
89,0,108.68,1.98,38,5
55,11,96.72,9.2,83,2
65,9,99.65,6.36,52,3
32,17,97.35,7.18,60,1
54,23,99.18,9.19,58,2
71,7,95.27,5.11,92,4
55,11,96.8,6.79,85,2
55,22,99.38,9.06,82,2
82,4,85.0,0.31,129,5
60,8,99.99,6.13,52,3
60,26,99.73,6.04,54,3
53,23,99.29,9.01,57,2
81,37,84.72,3.27,114,5
47,10,96.82,9.13,85,2
53,10,96.81,6.65,55,2
72,7,100.53,10.3,93,4
63,24,96.32,6.03,52,3
67,29,100.18,10.45,92,4
34,16,98.17,8.71,66,1
62,24,99.69,6.32,86,3
87,32,80.53,1.56,38,5
37,16,97.14,8.62,68,1
53,22,96.52,9.48,59,2
34,17,97.46,8.2,62,1
48,21,96.52,9.44,59,2
39,13,98.19,7.44,79,1
78,35,81.61,0.11,43,5
59,9,96.2,5.65,90,3
69,6,100.19,10.36,46,4
82,34,106.08,0.52,124,5
32,16,98.85,7.82,80,1
78,36,105.53,0.95,39,5
58,8,99.75,6.05,50,3
49,23,96.5,9.38,59,2
48,11,99.15,6.7,84,2
63,8,96.19,5.77,90,3
47,10,99.3,6.84,82,2
74,7,100.25,10.39,98,4
66,7,100.56,10.32,45,4
66,6,95.56,10.08,97,4
84,31,108.45,0.87,39,5
38,15,97.32,8.15,67,1
47,21,96.87,6.57,82,2
35,13,98.72,8.39,77,1
88,4,82.63,2.54,127,5
66,6,95.6,5.11,96,4
47,23,99.25,6.6,59,2
79,4,82.71,0.81,40,5
77,0,81.08,3.01,35,5
54,11,96.64,6.72,56,2
52,10,99.15,9.17,59,2
72,6,95.26,5.27,98,4
59,9,96.39,6.05,89,3
72,27,95.16,10.37,47,4
64,8,99.77,6.27,53,3
68,29,95.7,5.15,99,4
55,21,99.13,9.17,58,2
31,19,98.09,8.89,68,1
85,0,84.45,3.51,122,5
84,2,83.41,0.86,124,5
86,5,80.49,3.27,44,5
48,21,96.75,6.87,59,2
56,8,99.82,6.13,53,3
75,27,95.31,5.38,97,4
56,9,96.3,5.74,52,3
45,14,98.74,7.38,64,1
89,40,81.56,1.66,36,5
56,26,96.25,5.74,50,3
63,9,99.88,5.71,87,3
83,38,108.64,2.58,42,5
79,32,106.13,3.91,128,5
62,8,96.31,6.24,86,3
50,22,99.15,6.68,81,2
61,8,96.12,6.3,88,3
88,37,84.38,0.22,44,5
56,26,95.95,6.26,51,3
44,13,97.69,8.41,61,1
61,8,96.29,5.9,53,3
78,4,82.04,0.8,42,5
80,35,106.7,1.66,127,5
78,32,107.52,0.87,35,5
63,25,99.66,6.15,88,3
90,37,83.99,2.89,43,5
71,6,95.52,5.08,93,4
40,16,97.88,8.71,63,1
75,7,100.5,5.28,97,4
86,2,83.27,1.98,35,5
70,6,100.53,5.05,49,4
48,22,99.29,9.17,55,2
66,6,95.71,5.17,45,4
56,25,99.94,5.55,52,3
50,22,96.78,6.83,82,2
56,26,95.99,5.68,53,3
65,9,99.86,5.58,89,3
53,22,96.69,6.86,56,2
34,19,98.88,7.76,76,1
87,36,105.08,3.31,129,5
53,23,99.29,9.28,85,2
64,9,99.61,5.52,51,3
45,18,98.49,8.03,60,1
59,25,99.65,5.56,52,3
71,28,100.45,5.11,93,4
87,5,107.17,3.17,38,5
39,19,97.7,8.71,80,1
51,10,99.1,9.11,83,2
65,24,99.65,6.23,54,3
83,34,84.31,3.21,119,5
49,11,99.41,6.82,56,2
59,9,99.75,6.3,54,3
43,16,98.38,7.7,80,1
83,36,80.12,0.73,39,5
89,5,109.13,0.41,115,5
75,30,95.4,10.11,100,4
44,14,97.18,8.78,69,1
68,29,95.08,10.11,49,4
75,7,100.35,5.34,91,4
65,9,99.91,5.69,87,3
63,26,99.76,6.05,54,3
73,6,100.32,5.06,91,4
54,23,96.87,9.01,59,2
49,10,96.52,6.87,81,2
51,10,96.57,9.18,55,2
89,2,109.83,3.97,120,5
69,7,95.27,5.15,48,4
81,3,108.7,1.96,43,5
72,7,95.32,10.36,97,4
81,35,109.44,3.66,41,5
45,13,97.11,7.84,70,1
78,2,106.32,0.57,129,5
67,30,100.45,5.1,45,4
83,37,83.22,1.31,39,5
52,23,99.49,9.4,59,2
73,28,95.36,5.3,96,4
49,11,96.52,9.27,56,2
52,21,96.73,9.01,82,2
90,40,109.76,3.77,38,5
59,26,99.74,6.05,50,3
52,22,99.23,9.02,57,2
89,35,80.29,0.65,41,5
65,8,99.98,6.07,50,3
90,40,107.35,2.28,116,5
75,6,95.12,5.22,49,4
30,18,98.69,7.89,77,1
79,4,105.67,1.48,39,5
42,20,98.11,7.71,65,1
58,25,99.73,5.74,88,3
37,16,98.78,7.12,78,1
59,24,96.28,5.61,87,3
52,21,99.38,9.45,56,2
64,8,96.02,5.59,54,3
65,26,99.96,5.82,87,3
86,37,81.98,0.32,42,5
71,30,95.25,5.32,48,4
75,7,95.17,5.28,46,4
75,28,95.59,5.07,94,4
75,7,95.63,10.14,46,4
62,8,99.91,5.83,54,3
52,10,96.61,9.41,57,2
33,14,98.42,8.44,71,1
58,24,95.93,5.64,88,3
47,11,96.53,6.72,55,2
72,30,95.64,5.3,46,4
89,31,82.76,2.32,128,5
59,25,99.94,5.57,50,3
47,10,99.47,6.66,83,2
64,26,99.73,5.78,53,3
83,0,106.23,2.53,129,5
36,15,98.61,8.95,79,1
46,21,99.33,9.29,59,2
74,28,95.71,5.13,100,4
62,9,95.95,6.29,50,3
88,1,82.55,2.81,42,5
83,3,108.3,0.07,42,5
78,3,84.38,0.59,111,5
73,30,95.33,10.4,92,4
80,35,108.3,1.56,110,5
68,27,100.54,10.34,96,4
58,9,95.99,5.65,51,3
40,13,97.33,7.86,62,1
46,22,96.71,9.0,56,2
36,19,97.01,7.92,62,1
62,26,96.12,6.08,88,3
50,22,99.14,9.33,56,2
49,10,99.25,9.38,85,2
61,9,99.76,5.84,88,3
82,4,82.84,3.5,118,5
77,33,105.65,0.3,42,5
56,24,96.28,6.05,54,3
79,5,106.5,0.96,121,5
55,23,96.59,9.12,82,2
73,29,95.02,10.41,94,4
56,9,95.95,6.38,88,3
46,10,99.14,9.38,59,2
49,11,99.14,6.52,83,2
47,23,99.36,9.31,58,2
51,11,96.71,9.42,82,2
69,7,95.31,10.18,99,4
70,7,95.21,5.03,92,4
37,20,98.18,8.65,73,1
50,11,99.45,9.1,55,2
60,24,96.09,6.04,50,3
85,5,81.84,0.83,125,5
32,20,98.62,7.44,71,1
52,21,99.32,9.25,83,2
53,10,99.18,6.61,59,2
57,26,99.78,6.34,51,3
72,30,95.29,10.45,92,4
71,30,95.29,10.47,47,4
71,28,100.2,10.48,48,4
82,0,81.82,1.85,40,5
68,6,100.38,10.35,45,4
47,21,99.28,9.37,82,2
67,30,100.13,10.22,45,4
35,17,97.85,8.49,67,1
67,7,95.63,10.17,46,4
63,8,95.96,6.04,50,3
69,6,100.28,5.3,49,4
31,18,97.02,8.46,64,1
68,6,100.43,10.16,47,4
39,14,97.35,7.36,68,1
67,6,95.04,5.29,45,4
50,22,99.47,9.28,59,2
62,24,96.08,6.1,53,3
38,12,98.27,7.23,79,1
57,8,99.8,6.3,87,3
61,24,96.18,6.05,54,3
66,6,95.01,5.24,49,4
62,8,99.87,6.01,87,3
74,6,100.29,5.17,49,4
66,29,95.29,5.02,92,4
30,14,98.82,9.0,64,1
48,11,96.78,6.59,58,2
33,12,98.21,7.82,74,1
32,16,98.83,7.32,73,1
80,5,106.16,2.66,35,5
88,36,81.17,1.11,115,5
73,29,95.1,10.01,93,4
63,9,99.72,5.61,88,3
76,35,106.2,3.72,44,5
79,37,80.37,0.79,41,5
88,38,83.07,1.23,42,5
45,16,97.65,7.47,70,1
62,25,99.68,6.03,88,3
48,23,99.38,9.12,82,2
69,6,95.51,10.01,96,4
71,28,95.75,10.2,47,4
53,22,99.41,6.89,84,2
58,8,96.09,6.18,89,3
68,7,95.8,5.11,99,4
67,7,95.08,10.13,97,4
62,9,99.98,5.57,90,3
47,11,99.17,6.51,55,2
68,30,95.7,5.36,95,4
77,3,82.04,1.89,40,5
60,25,99.98,5.53,52,3
55,10,96.68,9.41,84,2
74,6,100.41,5.07,91,4
87,33,82.96,2.36,37,5
74,30,95.18,10.04,47,4
73,7,95.07,10.07,46,4
83,0,108.86,1.16,113,5
49,10,96.86,6.64,56,2
64,8,99.71,5.53,88,3
66,30,95.52,10.29,48,4
39,18,97.5,7.68,62,1
52,11,99.22,6.72,59,2
71,27,95.64,10.0,46,4
71,27,95.73,5.1,92,4
38,19,98.44,8.43,74,1
57,25,99.99,5.62,90,3
82,40,108.81,1.34,41,5
87,40,105.96,2.11,130,5
87,1,109.27,2.19,129,5
46,23,99.48,6.63,83,2
39,16,98.17,8.01,78,1
39,19,97.51,7.09,61,1
60,8,95.9,5.71,50,3
41,20,97.64,8.86,64,1
39,13,97.5,8.44,72,1
59,9,99.96,5.76,51,3
57,24,96.09,5.82,90,3
90,39,107.98,1.69,114,5
34,14,98.45,8.6,62,1
79,40,107.61,1.52,36,5
68,28,95.64,5.13,48,4
56,25,96.22,6.03,53,3
49,21,96.58,9.04,82,2
30,18,97.85,8.84,63,1
40,18,98.48,7.63,64,1
40,16,97.35,8.82,66,1
78,2,84.02,2.09,125,5
43,15,98.74,8.85,67,1
49,22,96.61,9.4,59,2
65,9,99.89,6.27,53,3
72,7,95.36,10.37,98,4
30,18,98.71,7.77,67,1
58,9,99.86,5.66,86,3
47,10,99.45,9.14,56,2
62,24,96.21,6.13,88,3
83,4,84.05,0.44,123,5
61,26,96.33,6.28,90,3
60,26,99.94,5.61,87,3
56,25,96.24,5.85,53,3
79,37,82.44,1.25,40,5
68,6,95.74,5.31,96,4
50,23,96.84,6.68,58,2
52,10,99.15,9.47,56,2
39,20,97.95,8.42,64,1
82,3,82.93,3.63,111,5
34,17,97.04,7.44,64,1
51,22,99.14,6.83,57,2
77,3,80.75,1.53,41,5
75,6,100.62,10.39,94,4
